Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results
2279655,"TAQUERIA LA HACIENDA, INC.","TAQUERIA LA HACIENDA, INC.",1823377,Restaurant,Risk 1 (High),3452 W 59TH ST ,CHICAGO,IL,60629,2019-03-19T00:00:00,Canvass,No Entry
2279654,FREMONT BAR,FREMONT BAR,2631122,Restaurant,Risk 1 (High),15 W ILLINOIS ST ,CHICAGO,IL,60654,2019-03-19T00:00:00,License,No Entry
2279650,TAQUERIA EL KACHETON,TAQUERIA EL KACHETON,1968756,Restaurant,Risk 1 (High),2446 N LARAMIE AVE ,CHICAGO,IL,60639,2019-03-19T00:00:00,Canvass,Fail
2279651,SIDE STREET SALOON,SIDE STREET SALOON,8221,Restaurant,Risk 1 (High),1456 W GEORGE ST ,CHICAGO,IL,60657,2019-03-19T00:00:00,Canvass,Fail
2279648,LAS CUARTRO PERLAS INC,LAS CUARTRO PERLAS,2627220,Restaurant,Risk 1 (High),3300 W MONTROSE AVE ,CHICAGO,IL,60618,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279647,BEEFY'S,BEEFY'S,12673,Restaurant,Risk 1 (High),5749 S HARLEM AVE ,CHICAGO,IL,60638,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279659,"POLISH HOUSE. LUNCH, DINNER & SPECIALS LLC","POLISH HOUSE.  LUNCH, DINNER & SPECIALS",2528875,Restaurant,Risk 1 (High),5753 W BELMONT AVE ,CHICAGO,IL,60634,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279646,TAQUERIA UPTOWN,TAQUERIA UPTOWN,19267,Restaurant,Risk 1 (High),1144 W BRYN MAWR AVE ,CHICAGO,IL,60660,2019-03-19T00:00:00,Suspected Food Poisoning,Pass w/ Conditions
2279644,EL VELERO DE NAYARIT,EL VELERO DE NAYARIT,2189442,Restaurant,Risk 1 (High),3300 W MONTROSE AVE ,CHICAGO,IL,60618,2019-03-19T00:00:00,Canvass,Out of Business
2279643,BOEM,BOEM,1380173,Restaurant,Risk 1 (High),3910-3914 W MONTROSE AVE ,CHICAGO,IL,60618,2019-03-19T00:00:00,Canvass,No Entry
2211218,Ellington Elementary School,Ellington Elementary School,23101,School,Risk 1 (High),243 N Parkside ,CHICAGO,IL,60644,2019-03-19T00:00:00,Canvass,Pass
2279641,TOLEDO RESTAURANT,TOLEDO RESTAURANT,2595377,Restaurant,Risk 1 (High),6251 N MCCORMICK RD ,CHICAGO,IL,60659,2019-03-19T00:00:00,Canvass,Pass
2279639,Chipotle Mexican Grill,Chipotle Mexican Grill,1404354,Restaurant,Risk 1 (High),6600 N SHERIDAN RD ,CHICAGO,IL,60626,2019-03-19T00:00:00,Canvass Re-Inspection,Pass
2279636,STAR OF SIAM INC,STAR OF SIAM,4190,Restaurant,Risk 1 (High),11 E ILLINOIS ST ,CHICAGO,IL,60611,2019-03-19T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279649,HILTON O'HARE,HILTON O'HARE & ANDIAMO,2535609,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279633,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2647047,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-19T00:00:00,License,Not Ready
2279630,EDWARDS ECC,EDWARDS ECC,2192636,School,Risk 1 (High),4950 S LAPORTE AVE ,CHICAGO,IL,60638,2019-03-19T00:00:00,Canvass,Pass
2279627,DePriest Elementary,DePriest Elementary,26631,School,Risk 1 (High),139 S Parkside AVE ,CHICAGO,IL,60644,2019-03-19T00:00:00,Canvass,Pass
2279631,SHOP & SAVE MARKET #2100,SHOP & SAVE  MARKET #2100,2327448,Grocery Store,Risk 1 (High),6312 N NAGLE AVE ,CHICAGO,IL,60646,2019-03-19T00:00:00,Complaint,Fail
2279626,ST GENEVIEVE SCHOOL,ST GENEVIEVE SCHOOL,1981517,School,Risk 1 (High),4854 W Montana ST ,CHICAGO,IL,60639,2019-03-19T00:00:00,Canvass,Fail
2279624,JIE SNACK HOUSE INC.,JIE SNACK HOUSE INC.,2646976,Restaurant,Risk 1 (High),2002 S WENTWORTH AVE ,CHICAGO,IL,60616,2019-03-19T00:00:00,License Re-Inspection,Pass w/ Conditions
2279625,90 MILES CUBAN CAFE,90 MILES CUBAN CAFE,1975927,Restaurant,Risk 1 (High),2540 W ARMITAGE AVE ,CHICAGO,IL,60647,2019-03-19T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279623,EL KAPORAL RESTAURANT,EL KAPORAL,2178035,Restaurant,Risk 1 (High),5078 S ARCHER AVE ,CHICAGO,IL,60632,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279622,RICCARDO OSTERIA,RICCARDO OSTERIA,2616268,Restaurant,Risk 3 (Low),1023 W LAKE ST ,CHICAGO,IL,60607,2019-03-19T00:00:00,License,Pass w/ Conditions
2279620,AMK KITCHEN BAR,AMK KITCHEN BAR,2384861,Restaurant,Risk 1 (High),1954 W ARMITAGE AVE ,CHICAGO,IL,60622,2019-03-19T00:00:00,Canvass,Fail
2279618,LA HUMITA ON WHEELS,LA HUMITA ON WHEELS,2470587,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608,2019-03-19T00:00:00,License,Pass w/ Conditions
2279617,GIGIS KITCHEN,GIGIS KITCHEN,2622670,Restaurant,Risk 1 (High),1954 W ARMITAGE AVE ,CHICAGO,IL,60622,2019-03-19T00:00:00,License,Not Ready
2279616,HOME RUN INN PIZZERIA,HOME RUN INN PIZZERIA,2653325,,All,3401 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60616,2019-03-19T00:00:00,License,Not Ready
2279615,GIGIS KITCHEN,GIGIS KITCHEN,2622669,Restaurant,Risk 1 (High),1954 W ARMITAGE AVE ,CHICAGO,IL,60622,2019-03-19T00:00:00,License,Not Ready
2279629,BAKERS SQUARE # 220658,BAKERS SQUARE,1980309,Restaurant,Risk 1 (High),5220 N HARLEM AVE ,CHICAGO,IL,60656,2019-03-19T00:00:00,Canvass,Pass
2279612,RICCARDO OSTERIA,RICCARDO OSTERIA,2616267,Restaurant,Risk 1 (High),1023 W LAKE ST ,CHICAGO,IL,60607,2019-03-19T00:00:00,License,Pass w/ Conditions
2279614,SUBWAY 3634,SUBWAY,2548999,Restaurant,Risk 1 (High),6449 N SHERIDAN RD ,CHICAGO,IL,60626,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279607,AMERICAN AIRLINES,AMERICAN AIRLINES (T3-G8),2284294,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279611,FULLERTON RESTAURANT,FULLERTON RESTAURANT,1948112,Restaurant,Risk 1 (High),2400 W FULLERTON AVE ,CHICAGO,IL,60647,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279703,OLD CROW SMOKEHOUSE,OLD CROW SMOKEHOUSE,2405150,Restaurant,Risk 1 (High),3506-3514 N CLARK ST ,CHICAGO,IL,60657,2019-03-19T00:00:00,Canvass,No Entry
2279619,PETE'S MARKET,PETE'S MARKET,36823,Grocery Store,Risk 1 (High),5724 S KEDZIE AVE ,CHICAGO,IL,60629,2019-03-19T00:00:00,Complaint,Pass
2279608,"ARCADIAN SUSHI, INC",REMIX CAFE,2108586,Catering,Risk 1 (High),4347 N HARDING AVE ,CHICAGO,IL,60618,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279697,MILT'S EXTRA INNINGS,MILT'S EXTRA INNINGS,2564955,Restaurant,Risk 1 (High),3409 N BROADWAY ,CHICAGO,IL,60657,2019-03-19T00:00:00,Canvass,Out of Business
2279603,FLAMINGO RUM CLUB,FLAMINGO RUM CLUB,2637263,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608,2019-03-19T00:00:00,License,Pass
2279597,Nettelhorst Elementary,Nettelhorst Elementary,24661,School,Risk 1 (High),3252 N Broadway (600W) ,CHICAGO,IL,60657,2019-03-19T00:00:00,Canvass,Pass
2279613,CITY TAP HOUSE,CITY TAP HOUSE,2646966,Restaurant,Risk 1 (High),850 W FULTON MARKET ,CHICAGO,IL,60607,2019-03-19T00:00:00,License,Pass
2279606,CITY TAP HOUSE,CITY TAP HOUSE,2646965,Restaurant,Risk 1 (High),850 W FULTON MARKET ,CHICAGO,IL,60607,2019-03-19T00:00:00,License,Pass
2279594,ACADEMY FOR GLOBAL CITIZENSHIP SATELLITE,ACADEMY GLOBAL CITIZENSHIP SATELLITE,2510097,School,Risk 1 (High),4941 W 46TH ST ,CHICAGO,IL,60638,2019-03-19T00:00:00,Canvass,Fail
2279593,TACO BELL,TACO BELL,2652783,Restaurant,Risk 3 (Low),6460 N SHERIDAN RD ,CHICAGO,IL,60626,2019-03-19T00:00:00,License,Not Ready
2279592,DUNAJEC INC,DUNAJEC,55891,Grocery Store,Risk 1 (High),5060 S ARCHER AVE ,CHICAGO,IL,60632,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279591,MI LINDA COSTA CHICA INC.,MI LINDA COSTA CHICA,2652683,Restaurant,Risk 1 (High),5344 W FULLERTON AVE ,CHICAGO,IL,60639,2019-03-19T00:00:00,License Re-Inspection,Fail
2279595,THE LITTLE CORNER SNACK SHOP,THE LITTLE CORNER SNACK SHOP,34521,Restaurant,Risk 1 (High),5937 N BROADWAY ,CHICAGO,IL,60660,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279590,TONY'S FINER FOODS,TONY'S FINER FOODS,2308668,Grocery Store,Risk 1 (High),5233 N LINCOLN AVE ,CHICAGO,IL,60625,2019-03-19T00:00:00,Complaint,Pass w/ Conditions
2279585,GREAT SEA CHINESE RESTAURANT,GREAT SEA CHINESE RESTAURANT,2622591,Restaurant,Risk 1 (High),3253 W LAWRENCE AVE ,CHICAGO,IL,60625,2019-03-18T00:00:00,Canvass,Out of Business
2279584,GREAT SEA CHINESE RESTAURANT,GREAT SEA CHINESE RESTAURANT,2622590,Restaurant,Risk 1 (High),3253 W LAWRENCE AVE ,CHICAGO,IL,60625,2019-03-18T00:00:00,Canvass,Out of Business
2279587,GEORGE LELAND MODULAR,GEORGE LELAND ELEMENTARY MODULAR,3247260,School,Risk 3 (Low),5044 W HARRISON ST ,CHICAGO,IL,60644,2019-03-18T00:00:00,Canvass,Pass
2279583,MOBIL,MOBIL,2647877,Grocery Store,Risk 3 (Low),2550 N PULASKI RD ,CHICAGO,IL,60639,2019-03-18T00:00:00,License,Fail
2279586,FAMILY FRESH MEAT MART,FAMILY FRESH MEAT MART,2548779,Grocery Store,Risk 2 (Medium),457 E 79th ST ,CHICAGO,IL,60619,2019-03-18T00:00:00,Complaint Re-Inspection,Fail
2279581,MARATHON CAPITOL CAR WASH,MARATHON CAPITOL CAR WASH,15575,Grocery Store,Risk 3 (Low),2550 N PULASKI RD ,CHICAGO,IL,60639,2019-03-18T00:00:00,Canvass,Fail
2279576,ROBINSON'S #1 RIB,ROBINSON'S #1 RIB,32317,Restaurant,Risk 1 (High),225 S CANAL ST ,CHICAGO,IL,60606,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279582,GREAT SEA RESTAURANT,GREAT SEA RESTAURANT,2652653,Restaurant,Risk 1 (High),3253 W LAWRENCE AVE ,CHICAGO,IL,60625,2019-03-18T00:00:00,License,Pass w/ Conditions
2279574,"HIGHER LEARNING DAYCARE & EDUCATION CENTER, INCORPORATED","HIGHER LEARNING DAYCARE & EDUCATION CENTER, INCORPORATED",2215660,Daycare Above and Under 2 Years,Risk 1 (High),2524-2530 E 73RD ST ,CHICAGO,IL,60649,2019-03-18T00:00:00,License,Pass
2279577,SBARRO'S PIZZERIA,SBARRO'S PIZZERIA,1903424,Restaurant,Risk 1 (High),7601 S CICERO AVE ,CHICAGO,IL,60652,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279573,COCULA RESTAURANT,COCULA RESTAURANT,75052,Restaurant,Risk 1 (High),5241 S PULASKI RD ,CHICAGO,IL,60632,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279578,ORIGINAL PAKIZA INC.,ORIGINAL PAKIZA INC.,2609221,Restaurant,Risk 1 (High),1009-1011 N ORLEANS ST ,CHICAGO,IL,60610,2019-03-18T00:00:00,Complaint,Fail
2279580,THE BREWERY,THE BREWERY,2551384,Restaurant,Risk 1 (High),3848 N HARLEM AVE ,CHICAGO,IL,60634,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279569,KITSUNE,KITSUNE,2470577,Restaurant,Risk 1 (High),4229 N LINCOLN AVE ,CHICAGO,IL,60618,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279568,RESI'S BIERSTUBE INC,RESI'S BIERSTUBE,800,Restaurant,Risk 1 (High),2034 W IRVING PARK RD ,CHICAGO,IL,60618,2019-03-18T00:00:00,Canvass,No Entry
2279570,CERMAK MART,CERMAK MART,2647318,Grocery Store,Risk 3 (Low),3954 W CERMAK ,CHICAGO,IL,60623,2019-03-18T00:00:00,License,Pass w/ Conditions
2279567,FUTURE FOCUS DAY CARE,FUTURE FOCUS DAYCARE,2458539,Children's Services Facility,Risk 1 (High),7101 N WESTERN AVE ,CHICAGO,IL,60645,2019-03-18T00:00:00,License,Pass w/ Conditions
2279579,SEE THRU CHINESE KITCHEN,SEE THRU CHINESE KITCHEN,36468,Restaurant,Risk 1 (High),10939 S WESTERN AVE ,CHICAGO,IL,60643,2019-03-18T00:00:00,Complaint,Fail
2279571,NICK'S DRIVE INN,NICK'S DRIVE INN,15136,Restaurant,Risk 1 (High),7216 N HARLEM AVE ,CHICAGO,IL,60631,2019-03-18T00:00:00,Canvass,Fail
2279566,OSTERIA DEL PASTAIO,OSTERIA DEL PASTAIO,2253875,Restaurant,Risk 1 (High),111 E CHESTNUT ST ,CHICAGO,IL,60611,2019-03-18T00:00:00,Complaint,Fail
2279565,SELECT CUT STEAKHOUSE,SELECT CUT STEAKHOUSE,38279,Restaurant,Risk 1 (High),2808-2810 N HALSTED ST ,CHICAGO,IL,60657,2019-03-18T00:00:00,Canvass,Pass
2279564,LELAND ELEMENTARY SCHOOL,MAIN BUILDING/ANNEX,3247258,School,Risk 1 (High),512 S LAVERGNE ST ,CHICAGO,IL,60644,2019-03-18T00:00:00,Canvass,Pass
2279562,LO MEJOR DE LO MEJOR,LO MEJOR DE LO MEJOR,2646374,Restaurant,Risk 2 (Medium),3859 W 26TH ST ,CHICAGO,IL,60623,2019-03-18T00:00:00,License,Pass w/ Conditions
2279561,DON JUAN,DON JUAN,5108,Restaurant,Risk 1 (High),6730 N NORTHWEST HWY ,CHICAGO,IL,60631,2019-03-18T00:00:00,Complaint,Pass w/ Conditions
2279559,POPEYES CHICKEN,POPEYES CHICKEN,2646821,Restaurant,Risk 1 (High),156 N WABASH AVE FL 1,CHICAGO,IL,60601,2019-03-18T00:00:00,License,Not Ready
2279558,"REGAL HEALTH FOODS INTERNATIONAL, INC.",REGAL HEALTH FOODS INTERNATIONAL,2646453,Grocery Store,Risk 3 (Low),2701 N NORMANDY AVE ,CHICAGO,IL,60707,2019-03-18T00:00:00,License,Pass w/ Conditions
2279557,L C PHO RESTAURANT,L C PHO RESTAURANT,2379022,Restaurant,Risk 1 (High),2739 W LAWRENCE AVE ,CHICAGO,IL,60625,2019-03-18T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279553,JIE SNACK HOUSE INC.,JIE SNACK HOUSE INC.,2646976,Restaurant,Risk 1 (High),2002 S WENTWORTH AVE ,CHICAGO,IL,60616,2019-03-18T00:00:00,License,Fail
2279554,Porkchop,Porkchop,2320094,Restaurant,Risk 1 (High),1017 S DELANO CT ,CHICAGO,IL,60605,2019-03-18T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279550,Michelle Clark  Ac. Prep. (H/S),Michelle Clark  Ac. Prep. (H/S),41051,School,Risk 1 (High),5101 W Harrison ST ,CHICAGO,IL,60644,2019-03-18T00:00:00,Canvass,Pass
2279551,DEVON SHERIDAN APARTMENTS,CAROLINE HEDGER APTS. FOODSERVICE,2353879,Golden Diner,Risk 1 (High),6400 N SHERIDAN RD ,CHICAGO,IL,60626,2019-03-18T00:00:00,Canvass,Fail
2279548,Steinmetz (H/S),Steinmetz  Academy,46291,School,Risk 1 (High),3030 N Mobile ,CHICAGO,IL,60634,2019-03-18T00:00:00,Canvass,Pass
2279547,11 DINING,11 DINING,2652292,Restaurant,Risk 2 (Medium),1620 W HARRISON ST ,CHICAGO,IL,60612,2019-03-18T00:00:00,License,Pass
2279545,MIDTOWN ATHLETIC CLUB AND HOTEL,MIDTOWN ATHLETIC CLUB AND HOTEL,2535330,Restaurant,Risk 1 (High),2444 N ELSTON AVE ,CHICAGO,IL,60647,2019-03-18T00:00:00,Complaint,Fail
2279552,SAINT GALL SCHOOL,SAINT GALL SCHOOL,1981588,School,Risk 1 (High),5515 S SAWYER AVE ,CHICAGO,IL,60629,2019-03-18T00:00:00,Canvass,Pass
2279549,MARIST HIGH SCHOOL,MARIST HIGH SCHOOL,3491849,School,Risk 1 (High),4200 W 115TH ST ,CHICAGO,IL,60655,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279543,EDISON PARK ELEMENTARY SCHOOL,EDISON PARK ELEMENTARY SCHOOL,28081,School,Risk 1 (High),6220 N Olcott (7500W) ,CHICAGO,IL,60631,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279542,UKAI RESTAURANT,UKAI JAPANESE RESTAURANT,2184562,Restaurant,Risk 1 (High),1059 W BELMONT AVE ,CHICAGO,IL,60657,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279541,JOHN AUDUBON ELEMENTARY SCHOOL,JOHN AUDUBON ELEMENTARY SCHOOL,22091,School,Risk 1 (High),3500 N Hoyne ,CHICAGO,IL,60618,2019-03-18T00:00:00,Canvass,Pass
2279533,CARNICERIA LA VILLA NO.2,CARNICERIA LA VILLA #2,2575130,Grocery Store,Risk 1 (High),5800 W GRAND AVE ,CHICAGO,IL,60639,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279534,CHICAGO WINGZ AROUND THE WORLD,CHICAGO WINGZ AROUND THE WORLD,2653040,Restaurant,Risk 2 (Medium),4300 S MICHIGAN AVE ,CHICAGO,IL,60653,2019-03-18T00:00:00,License,Fail
2279539,EL ASADERO COLOMBIANO,EL ASADERO COLOMBIANO,2647310,Restaurant,Risk 1 (High),4800-4802 N CENTRAL AVE ,CHICAGO,IL,60630,2019-03-18T00:00:00,License,Pass w/ Conditions
2279695,CASSAVA BREAD LLC,CASSAVA BREAD,2048183,Restaurant,Risk 1 (High),3336 N CLARK ST ,CHICAGO,IL,60657,2019-03-18T00:00:00,Canvass,Out of Business
2279536,SUPERMERCADO ANTONIO'S CORP.,SUPERMERCADO ANTONIO'S CORP.,1275158,Grocery Store,Risk 1 (High),2656 S HOMAN ,CHICAGO,IL,60623,2019-03-18T00:00:00,Complaint Re-Inspection,Pass w/ Conditions
2279532,FOURTH CHURCH DAY SCHOOL,FOURTH CHURCH DAY SCHOOL,2215767,DAYCARE,Risk 1 (High),126 E CHESTNUT ST ,CHICAGO,IL,60611,2019-03-18T00:00:00,License,Pass w/ Conditions
2279526,TARGET STORE T-3272,TARGET,2641830,Grocery Store,Risk 2 (Medium),6422 N SHERIDAN RD ,CHICAGO,IL,60626,2019-03-18T00:00:00,License,Pass
2279528,"SUPERMERCADO LA GLORIA #4, INC.",SUPERMERCADO LA GLORIA,2326906,Grocery Store,Risk 1 (High),5044-5054 S ARCHER AVE ,CHICAGO,IL,60632,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279531,Hancock (H/S),Hancock (H/S),46021,School,Risk 1 (High),4034 W 56TH ST ,CHICAGO,IL,60629,2019-03-18T00:00:00,Canvass,Pass
2279521,DISNEY II,DISNEY II MAGNET,26921,School,Risk 1 (High),3815 N Kedvale (4134W) ,CHICAGO,IL,60641,2019-03-18T00:00:00,Canvass,Pass w/ Conditions
2279520,OUR LADY OF TEPEYAC  ELEM.,OUR LADY OF TEPEYAC SCHOOL,1878465,School,Risk 1 (High),2235 S ALBANY AVE BLDG ,CHICAGO,IL,60623,2019-03-18T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279519,THE YMCA EARLY LEARNING DEMONSTRATION CENTER,THE YMCA EARLY LEARNING DEMONSTRATION CENTER,2442865,Daycare Combo 1586,Risk 1 (High),1030 W VAN BUREN ST ,CHICAGO,IL,60607,2019-03-18T00:00:00,License Re-Inspection,Pass
2279518,Wacker,Wacker,26621,School,Risk 1 (High),9746 S Morgan (1000W) ,CHICAGO,IL,60643,2019-03-18T00:00:00,Canvass Re-Inspection,Pass
2279517,"SAIGON BISTRO RESTAURANT, INC",SAIGON BISTRO,2284190,Restaurant,Risk 1 (High),6242-6244 N CALIFORNIA AVE ,CHICAGO,IL,60659,2019-03-15T00:00:00,Canvass,No Entry
2279513,FAMILY FOOD & DOLLAR PLUS,FAMILY FOOD & DOLLAR PLUS,1953839,Grocery Store,Risk 2 (Medium),9101 S ASHLAND AVE ,CHICAGO,IL,60620,2019-03-15T00:00:00,Canvass,Pass w/ Conditions
2279514,PRIDE SUSHI AND THAI,PRIDE SUSHI AND THAI,2313790,Restaurant,Risk 1 (High),2706 W PETERSON AVE ,CHICAGO,IL,60659,2019-03-15T00:00:00,Canvass,Pass w/ Conditions
2279511,ROYAL INDIAN GRILL INC.,ROYAL INDIAN GRILL,2299016,Restaurant,Risk 1 (High),3223 N CLARK ST ,CHICAGO,IL,60657,2019-03-15T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279507,CUETZALA GRO. RESTAURANT,CUETZALA GRO. RESTAURANT,1578895,Restaurant,Risk 1 (High),7360 N CLARK ST ,CHICAGO,IL,60626,2019-03-15T00:00:00,Canvass,Fail
2279510,MERCY CIRCLE,MERCY CIRCLE,2269786,REGULATED BUSINESS,Risk 1 (High),3659 W 99TH ST ,CHICAGO,IL,60655,2019-03-15T00:00:00,Canvass,Pass w/ Conditions
2279508,90 MILES CUBAN CAFE,90 MILES CUBAN CAFE,1975927,Restaurant,Risk 1 (High),2540 W ARMITAGE AVE ,CHICAGO,IL,60647,2019-03-15T00:00:00,Canvass,Fail
2279505,L C PHO RESTAURANT,L C PHO RESTAURANT,2379022,Restaurant,Risk 1 (High),2739 W LAWRENCE AVE ,CHICAGO,IL,60625,2019-03-15T00:00:00,Canvass,Pass w/ Conditions
2279502,ARBY'S ROAST BEEF,ARBY'S ROAST BEEF,14113,Restaurant,Risk 1 (High),7807 S CICERO AVE ,CHICAGO,IL,60652,2019-03-15T00:00:00,Canvass,Pass
2279501,KAATHIS,KAATHIS,2652664,Restaurant,Risk 1 (High),2273 N LINCOLN AVE ,CHICAGO,IL,60614,2019-03-15T00:00:00,License Re-Inspection,Pass
2279509,DE MUCHO GUSTO TAQUERIA,,2328475,Restaurant,Risk 1 (High),5606 W Irving Park RD ,CHICAGO,IL,60634,2019-03-15T00:00:00,Canvass,Pass w/ Conditions
2279499,FAMILY FRESH MEAT MART,FAMILY FRESH MEAT MART,2548779,Grocery Store,Risk 2 (Medium),457 E 79th ST ,CHICAGO,IL,60619,2019-03-15T00:00:00,Complaint Re-Inspection,No Entry
2279500,DE MUCHO GUSTO TAQUERIA,DE MUCHO GUSTO TAQUERIA,2328475,Restaurant,Risk 1 (High),5606 W Irving Park RD ,CHICAGO,IL,60634,2019-03-15T00:00:00,Canvass,Out of Business
2279504,EATALY,EATALY,2262496,Restaurant,Risk 1 (High),43 E OHIO ST ,CHICAGO,IL,60611,2019-03-15T00:00:00,Complaint,Pass w/ Conditions
2279496,BITES ASIAN TAPAS & SUSHI,BITES ASIAN TAPAS & SUSHI,1883543,Restaurant,Risk 1 (High),3313 N CLARK ST ,CHICAGO,IL,60657,2019-03-15T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279493,HEAVEN ON SEVEN,GARLAND OFFICE LLC,47013,Restaurant,Risk 1 (High),111 N WABASH AVE ,CHICAGO,IL,60602,2019-03-15T00:00:00,Canvass,Fail
2279497,KIKKA-SOUTH LOOP,KIKKA-SOUTH LOOP,1898506,Restaurant,Risk 1 (High),1101 S CANAL ST ,CHICAGO,IL,60607,2019-03-15T00:00:00,Canvass,Pass
2279503,SEAFOOD CITY SUPERMARKET,SEAFOOD CITY SUPERMARKET,2469807,Grocery Store,Risk 1 (High),5033 N ELSTON AVE ,CHICAGO,IL,60630,2019-03-15T00:00:00,Canvass,Fail
2279492,CARMELO'S CORP,CARMELO'S CORP,2617376,Restaurant,Risk 1 (High),2746 W 59TH ST ,CHICAGO,IL,60629,2019-03-15T00:00:00,License,Pass w/ Conditions
2279488,MOTHER MCAULEY HIGH SCHOOL,MOTHER MCAULEY HIGH SCHOOL,11254,School,Risk 1 (High),3737 W 99th ST ,CHICAGO,IL,60655,2019-03-15T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279487,ALESSANDRO VOLTA ELEMENTARY,ALESSANDRO VOLTA ELEMENTARY,25681,School,Risk 1 (High),4950 N Avers ST ,CHICAGO,IL,60625,2019-03-15T00:00:00,Canvass Re-Inspection,Pass
2279490,WOLFY'S,WOLFY'S,3532,Restaurant,Risk 1 (High),2734 W PETERSON AVE ,CHICAGO,IL,60659,2019-03-15T00:00:00,Canvass,Pass w/ Conditions
2279481,LUELLA'S GOSPEL BIRD,LUELLA'S GOSPEL BIRD,2630672,Restaurant,Risk 1 (High),2009 N DAMEN AVE ,CHICAGO,IL,60647,2019-03-15T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279478,MAISON MARCEL,MAISON MARCEL,2647082,Bakery,Risk 2 (Medium),2008 N HALSTED ST ,CHICAGO,IL,60614,2019-03-15T00:00:00,License,Fail
2279477,CHEESIE'S PUB & GRUB / SLICE OF CHEESIE'S,CHEESIE'S PUB & GRUB / SLICE OF CHEESIE'S,2575042,Restaurant,Risk 1 (High),958-964 W BELMONT AVE ,CHICAGO,IL,60657,2019-03-15T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279480,STARBUCKS COFFEE #2929,STARBUCKS COFFEE,1422751,Restaurant,Risk 2 (Medium),6075 N LINCOLN AVE ,CHICAGO,IL,60659,2019-03-15T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279479,BROTHER RICE HIGH SCHOOL,BROTHER RICE HIGH SCHOOL,1980784,School,Risk 1 (High),10001 S Pulaski RD ,CHICAGO,IL,60655,2019-03-15T00:00:00,Canvass,Fail
2279476,THE BRAZILIAN BOWL,THE BRAZILIAN BOWL,2148023,Restaurant,Risk 1 (High),3204 N BROADWAY ,CHICAGO,IL,60657,2019-03-15T00:00:00,Canvass,Pass w/ Conditions
2279475,MEZQUITE EXPRESS # 2,MEZQUITE EXPRESS # 2,2517585,Restaurant,Risk 1 (High),5160 S PULASKI RD ,CHICAGO,IL,60632,2019-03-15T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279474,"LA TAQUERIA EL PRIMO,INC.",EL PRIMO MEXICAN RESTAURANT,2652861,Restaurant,Risk 1 (High),4317 N ELSTON AVE ,CHICAGO,IL,60641,2019-03-15T00:00:00,License,Not Ready
2279482,Pasteur,Pasteur,24851,School,Risk 1 (High),5825 S Kostner (4400W) ,CHICAGO,IL,60629,2019-03-15T00:00:00,Canvass,Pass
